"Category1","Annual_Income","Age","Purchased","Transaction_Date"
"Segment_1",76.15,48,"No",2023-01-09
"Segment_5",65.69,52,"No",2023-07-24
"Segment_1",47,41,"Yes",2023-06-05
"Segment_5",70.37,68,"No",2023-07-21
"Segment_1",54.29,48,"Yes",2023-11-15
"Segment_2",68.49,64,"Yes",2023-08-26
"Segment_1",81.3,36,"No",2023-02-02
"Segment_3",55.32,70,"Yes",2023-11-30
"Segment_3",70.53,56,"No",2023-08-25
"Segment_4",34.26,42,"No",2023-02-23
"Segment_2",19.96,25,"Yes",2023-06-16
"Segment_4",33.13,25,"No",2023-10-06
"Segment_3",61.8,70,"Yes",2023-02-04
"Segment_1",21.3,52,"Yes",2023-10-12
"Segment_3",20.53,24,"Yes",2023-11-12
"Segment_4",93.31,36,"Yes",2023-09-03
"Segment_2",64.87,45,"Yes",2023-10-13
"Segment_5",64.05,62,"Yes",2023-11-25
"Segment_2",59.09,34,"Yes",2023-01-30
"Segment_1",79.31,42,"Yes",2023-01-16
"Segment_2",56.42,43,"No",2023-06-01
"Segment_3",71.34,56,"Yes",2023-03-28
"Segment_3",61.56,57,"No",2023-09-03
"Segment_2",51.24,50,"No",2023-02-20
"Segment_2",46.71,28,"No",2023-11-15
"Segment_4",33.4,39,"Yes",2023-12-15
"Segment_5",58.88,49,"Yes",2023-05-26
"Segment_2",36.26,38,"Yes",2023-04-14
"Segment_3",52.85,27,"No",2023-04-01
"Segment_1",42.27,42,"No",2023-08-22
"Segment_5",61.49,21,"Yes",2023-10-14
"Segment_3",79.42,20,"Yes",2023-12-31
"Segment_2",74.56,65,"No",2023-03-23
"Segment_1",46.98,53,"Yes",2023-05-06
"Segment_4",28.11,25,"No",2023-11-13
"Segment_4",56.92,26,"No",2023-07-17
"Segment_3",43.4,61,"Yes",2023-01-02
"Segment_1",51.77,41,"No",2023-03-29
"Segment_2",64.78,43,"No",2023-07-07
"Segment_3",58.72,43,"No",2023-10-15
"Segment_1",94.01,30,"No",2023-06-23
"Segment_1",60.34,30,"Yes",2023-05-31
"Segment_2",76.02,25,"No",2023-07-26
"Segment_2",44.71,40,"No",2023-05-21
"Segment_4",56.68,24,"No",2023-07-15
"Segment_3",71.87,19,"No",2023-05-08
"Segment_2",70.15,42,"Yes",2023-08-17
"Segment_2",39.85,63,"No",2023-05-11
"Segment_5",50.76,60,"Yes",2023-08-13
"Segment_1",59.89,28,"No",2023-02-22
"Segment_3",57.49,34,"No",2023-06-22
"Segment_2",51.84,63,"Yes",2023-10-28
"Segment_2",41.98,28,"Yes",2023-12-29
"Segment_4",82.31,49,"No",2023-11-15
"Segment_4",71.59,70,"No",2023-01-20
"Segment_4",76.56,70,"Yes",2023-12-05
"Segment_5",60.54,42,"No",2023-03-25
"Segment_5",76.3,39,"Yes",2023-10-14
"Segment_4",66.41,32,"No",2023-05-07
"Segment_4",58.36,65,"Yes",2023-11-19
"Segment_2",49.65,61,"No",2023-10-19
"Segment_5",41.37,57,"Yes",2023-09-04
"Segment_2",64.55,38,"No",2023-12-24
"Segment_2",74.77,28,"No",2023-08-19
"Segment_4",56.29,49,"No",2023-08-22
"Segment_5",46.41,53,"No",2023-06-12
"Segment_3",72.58,65,"No",2023-07-02
"Segment_3",43.98,37,"No",2023-08-01
"Segment_2",57,60,"Yes",2023-11-26
"Segment_2",58.93,69,"No",2023-11-05
"Segment_1",73.6,39,"No",2023-01-11
"Segment_3",33.71,67,"No",2023-11-01
"Segment_5",68.65,40,"No",2023-12-18
"Segment_3",45.36,57,"No",2023-06-13
"Segment_5",54.91,38,"No",2023-08-16
"Segment_1",60.21,29,"No",2023-06-02
"Segment_2",59.88,59,"No",2023-05-18
"Segment_4",57.89,42,"No",2023-08-13
"Segment_3",45.28,68,"No",2023-12-27
"Segment_5",65.34,39,"No",2023-11-30
"Segment_5",64.75,34,"No",2023-08-11
"Segment_5",52.67,64,"Yes",2023-01-16
"Segment_4",68.69,59,"No",2023-11-26
"Segment_3",82.32,67,"Yes",2023-12-12
"Segment_3",65.01,59,"No",2023-04-14
"Segment_2",72.2,41,"Yes",2023-02-06
"Segment_2",66.77,46,"Yes",2023-08-10
"Segment_2",72.39,29,"No",2023-07-29
"Segment_2",66.98,62,"No",2023-08-26
"Segment_2",56.1,35,"No",2023-09-03
"Segment_3",65.17,23,"No",2023-07-05
"Segment_1",71.03,21,"No",2023-05-09
"Segment_1",47.56,69,"Yes",2023-07-05
"Segment_1",63.38,18,"Yes",2023-08-18
"Segment_1",77.91,48,"No",2023-08-24
"Segment_3",50.3,38,"No",2023-12-29
"Segment_1",59.76,33,"No",2023-07-15
"Segment_2",58,28,"Yes",2023-01-06
"Segment_3",79.8,45,"No",2023-10-08
"Segment_4",47.5,68,"Yes",2023-12-23
"Segment_4",61.92,57,"No",2023-09-04
"Segment_3",56.08,50,"Yes",2023-06-30
"Segment_4",50.46,36,"Yes",2023-05-02
"Segment_2",92.62,68,"No",2023-08-07
"Segment_3",65.02,65,"Yes",2023-07-12
"Segment_4",76.07,64,"Yes",2023-10-28
"Segment_3",68.08,35,"No",2023-09-04
"Segment_4",73.9,42,"Yes",2023-03-20
"Segment_5",90.72,62,"Yes",2023-05-02
"Segment_1",60.92,32,"Yes",2023-03-07
"Segment_5",73.85,59,"No",2023-11-04
"Segment_4",79.92,64,"Yes",2023-08-15
"Segment_5",80.22,48,"No",2023-08-05
"Segment_1",101.83,64,"No",2023-10-18
"Segment_1",64.31,65,"No",2023-08-18
"Segment_1",60.9,28,"No",2023-06-14
"Segment_2",63.84,39,"No",2023-09-22
"Segment_2",76.05,44,"Yes",2023-03-22
"Segment_4",74.78,39,"No",2023-04-21
"Segment_1",64.66,55,"No",2023-09-02
"Segment_2",67.01,53,"Yes",2023-02-19
"Segment_1",74.65,43,"Yes",2023-02-09
"Segment_3",36.65,31,"Yes",2023-03-15
"Segment_3",79.65,43,"No",2023-10-11
"Segment_1",46.1,61,"No",2023-09-26
"Segment_4",63.35,56,"Yes",2023-04-25
"Segment_3",86.13,18,"Yes",2023-10-14
"Segment_5",63.5,49,"No",2023-09-28
"Segment_2",49.86,26,"No",2023-07-25
"Segment_4",53.82,43,"Yes",2023-02-06
"Segment_2",59.21,37,"No",2023-08-29
"Segment_2",44.81,51,"Yes",2023-10-12
"Segment_1",59.63,20,"Yes",2023-06-05
"Segment_1",58.77,44,"No",2023-06-12
"Segment_3",56.72,52,"Yes",2023-07-31
"Segment_5",65.82,56,"Yes",2023-09-09
"Segment_5",58.94,39,"No",2023-08-07
"Segment_1",52.94,40,"No",2023-12-27
"Segment_4",52.86,18,"No",2023-06-29
"Segment_2",51.67,65,"Yes",2023-05-30
"Segment_3",51.63,65,"No",2023-10-25
"Segment_3",52.23,41,"No",2023-07-04
"Segment_2",49.76,41,"No",2023-07-19
"Segment_5",46.61,63,"Yes",2023-01-03
"Segment_4",63.97,21,"No",2023-06-11
"Segment_1",61.01,61,"No",2023-07-24
"Segment_4",80.12,34,"No",2023-07-26
"Segment_3",45.15,23,"No",2023-07-13
"Segment_5",70.22,46,"No",2023-05-19
"Segment_5",50.34,32,"Yes",2023-12-02
"Segment_4",65.22,42,"No",2023-08-16
"Segment_5",32.26,61,"No",2023-02-15
"Segment_1",47.76,35,"No",2023-02-20
"Segment_5",79.04,48,"No",2023-12-22
"Segment_4",73.31,21,"No",2023-11-18
"Segment_5",61.09,61,"No",2023-05-08
"Segment_5",58.64,42,"No",2023-01-28
"Segment_5",52.12,55,"Yes",2023-08-15
"Segment_3",58.6,44,"Yes",2023-04-12
"Segment_4",49.47,54,"Yes",2023-11-03
"Segment_5",50.99,34,"Yes",2023-09-28
"Segment_5",86.41,59,"Yes",2023-01-02
"Segment_4",72.25,48,"No",2023-11-07
"Segment_4",99.4,51,"No",2023-11-21
"Segment_3",73.64,51,"Yes",2023-02-08
"Segment_3",57.17,28,"No",2023-08-24
"Segment_4",65.47,19,"No",2023-04-17
"Segment_1",63.55,31,"No",2023-08-05
"Segment_4",79.05,65,"No",2023-06-14
"Segment_2",54.97,48,"Yes",2023-10-21
"Segment_2",89.71,41,"No",2023-02-01
"Segment_4",49.22,20,"No",2023-02-21
"Segment_1",57.67,32,"Yes",2023-09-07
"Segment_1",58.12,22,"No",2023-04-29
"Segment_2",56.71,64,"No",2023-01-24
"Segment_4",86.67,40,"Yes",2023-11-01
"Segment_5",50.24,52,"Yes",2023-09-20
"Segment_3",68.58,51,"No",2023-03-29
"Segment_1",35.23,53,"No",2023-02-15
"Segment_3",43.6,54,"No",2023-08-26
"Segment_3",72.33,49,"No",2023-05-25
"Segment_2",44.67,26,"Yes",2023-05-15
"Segment_4",60.41,53,"No",2023-01-18
"Segment_1",46.7,22,"Yes",2023-10-17
"Segment_3",54.41,25,"Yes",2023-12-08
"Segment_5",44.57,20,"Yes",2023-01-11
"Segment_5",59.17,35,"Yes",2023-07-21
"Segment_5",61.51,61,"No",2023-07-16
"Segment_2",54.32,58,"Yes",2023-03-28
"Segment_5",30.42,29,"No",2023-08-31
"Segment_5",53.57,48,"No",2023-05-16
"Segment_1",29.02,25,"No",2023-09-25
"Segment_5",48.33,49,"Yes",2023-03-29
"Segment_1",66.15,37,"No",2023-05-31
"Segment_2",51.27,55,"No",2023-03-01
"Segment_1",42.3,18,"No",2023-12-05
"Segment_1",71.38,41,"Yes",2023-05-19
"Segment_2",38.19,45,"No",2023-02-27
"Segment_4",45,26,"Yes",2023-04-18
"Segment_5",65.13,60,"Yes",2023-11-18
"Segment_2",31.93,39,"No",2023-05-08
"Segment_2",68.85,57,"Yes",2023-10-26
"Segment_2",64.32,70,"No",2023-12-13
"Segment_4",71.15,36,"Yes",2023-11-25
"Segment_5",75.07,54,"No",2023-09-19
"Segment_2",40.48,18,"Yes",2023-08-27
"Segment_3",57.84,24,"Yes",2023-12-04
"Segment_1",32.03,36,"No",2023-04-28
"Segment_4",76.88,68,"No",2023-06-23
"Segment_3",82.93,21,"No",2023-08-31
"Segment_3",80.16,62,"No",2023-03-08
"Segment_3",59.58,57,"Yes",2023-05-06
"Segment_2",57.4,36,"Yes",2023-03-28
"Segment_4",56.09,70,"No",2023-05-25
"Segment_4",74.98,49,"No",2023-03-10
"Segment_2",50.72,31,"Yes",2023-12-14
"Segment_3",47.18,69,"Yes",2023-11-04
"Segment_1",66.45,56,"No",2023-11-27
"Segment_4",47.14,70,"No",2023-01-18
"Segment_1",57.47,44,"No",2023-12-09
"Segment_1",70.47,25,"Yes",2023-10-16
"Segment_4",87.38,39,"No",2023-11-27
"Segment_3",45.7,38,"Yes",2023-11-15
"Segment_5",46.53,51,"No",2023-05-15
"Segment_2",50.81,59,"No",2023-12-01
"Segment_5",88.95,56,"Yes",2023-04-18
"Segment_2",69.05,20,"No",2023-10-06
"Segment_4",66.2,46,"No",2023-06-13
"Segment_2",47.42,57,"Yes",2023-12-24
"Segment_2",39.82,28,"No",2023-12-06
"Segment_4",68.35,46,"No",2023-05-18
"Segment_4",89.08,59,"No",2023-01-07
"Segment_1",50.98,68,"Yes",2023-11-01
"Segment_3",51.04,43,"No",2023-05-18
"Segment_1",77.64,23,"Yes",2023-03-14
"Segment_3",87.86,66,"Yes",2023-06-25
"Segment_3",26.42,53,"No",2023-11-21
"Segment_3",60.11,36,"No",2023-02-20
"Segment_5",60.6,44,"No",2023-07-09
"Segment_2",69.27,39,"No",2023-09-02
"Segment_1",68.28,32,"Yes",2023-12-07
"Segment_5",54.51,22,"No",2023-06-18
"Segment_3",85.11,68,"No",2023-03-29
"Segment_3",37.91,66,"No",2023-07-02
"Segment_3",58.44,70,"Yes",2023-05-02
"Segment_3",56.9,49,"No",2023-01-22
"Segment_1",28.77,65,"Yes",2023-07-01
"Segment_3",113.18,21,"No",2023-05-15
"Segment_3",77.15,27,"No",2023-04-18
"Segment_2",75.49,69,"No",2023-01-13
"Segment_5",61.06,59,"No",2023-01-25
"Segment_5",68.27,53,"Yes",2023-11-17
"Segment_2",48.82,51,"Yes",2023-03-17
"Segment_5",40.58,47,"Yes",2023-10-03
"Segment_2",79.86,49,"Yes",2023-04-30
"Segment_3",70.42,44,"No",2023-01-04
"Segment_1",62.11,43,"No",2023-04-02
"Segment_3",61.74,31,"No",2023-04-15
"Segment_3",55.66,69,"Yes",2023-03-29
"Segment_5",71.55,36,"No",2023-11-25
"Segment_5",62.05,42,"No",2023-10-23
"Segment_2",56.07,60,"Yes",2023-03-17
"Segment_4",68.72,39,"Yes",2023-12-07
"Segment_3",53.38,48,"Yes",2023-09-16
"Segment_5",63.48,59,"No",2023-04-21
"Segment_1",70.25,29,"No",2023-04-20
"Segment_1",62.92,25,"No",2023-03-13
"Segment_5",36.53,31,"Yes",2023-10-23
"Segment_3",58.94,26,"No",2023-11-04
"Segment_2",59.76,61,"No",2023-08-09
"Segment_5",53.47,50,"No",2023-02-28
"Segment_4",64.78,70,"Yes",2023-03-23
"Segment_1",70.65,67,"Yes",2023-05-29
"Segment_5",76.39,26,"No",2023-07-19
"Segment_5",55.3,63,"No",2023-07-30
"Segment_1",54.69,63,"No",2023-04-18
"Segment_1",45.15,20,"Yes",2023-04-25
"Segment_5",74.3,37,"Yes",2023-10-23
"Segment_4",64.26,28,"Yes",2023-07-01
"Segment_5",47.41,68,"No",2023-11-30
"Segment_4",72.5,33,"No",2023-03-11
"Segment_5",48.57,54,"Yes",2023-05-22
"Segment_5",67.48,65,"No",2023-06-25
"Segment_1",82.33,22,"No",2023-06-27
"Segment_2",58.45,48,"No",2023-05-03
"Segment_5",73.42,56,"No",2023-10-03
"Segment_1",52.19,30,"Yes",2023-08-07
"Segment_5",73.5,43,"No",2023-12-31
"Segment_4",63.59,60,"No",2023-03-23
"Segment_3",47.06,18,"No",2023-11-08
"Segment_4",56.98,31,"Yes",2023-07-03
"Segment_3",77.11,32,"No",2023-01-25
"Segment_1",48.43,52,"No",2023-03-24
"Segment_1",56.66,31,"No",2023-07-25
"Segment_1",48.46,68,"Yes",2023-11-17
"Segment_5",65.62,68,"Yes",2023-10-27
"Segment_1",67.17,40,"No",2023-01-24
"Segment_4",60.93,64,"Yes",2023-05-21
"Segment_5",54.58,32,"No",2023-08-10
"Segment_2",31.55,25,"No",2023-10-15
"Segment_1",56.42,49,"No",2023-04-30
"Segment_4",77.26,20,"Yes",2023-03-22
"Segment_5",49.09,64,"Yes",2023-10-17
"Segment_3",89.13,49,"Yes",2023-09-08
"Segment_1",69.46,70,"No",2023-02-10
"Segment_4",56.43,26,"No",2023-09-27
"Segment_4",82.98,38,"No",2023-10-15
"Segment_1",79.4,66,"Yes",2023-05-02
"Segment_1",55.54,33,"Yes",2023-10-03
"Segment_3",69.24,30,"No",2023-03-18
"Segment_4",77.14,50,"No",2023-05-22
"Segment_5",47.01,25,"No",2023-09-07
"Segment_1",64.73,35,"No",2023-04-09
"Segment_1",59.11,68,"Yes",2023-01-11
"Segment_5",46.36,47,"Yes",2023-09-02
"Segment_3",89.65,46,"No",2023-06-06
"Segment_4",61.62,37,"No",2023-05-15
"Segment_3",54.11,49,"Yes",2023-07-29
"Segment_2",70.53,20,"No",2023-11-16
"Segment_2",78.66,44,"No",2023-12-12
"Segment_4",72.32,57,"Yes",2023-02-20
"Segment_3",77.05,64,"No",2023-09-02
"Segment_2",15.54,35,"No",2023-02-08
"Segment_4",61.57,62,"No",2023-04-05
"Segment_4",56.52,63,"No",2023-01-21
"Segment_5",48.98,66,"No",2023-03-18
"Segment_5",74.43,68,"Yes",2023-03-07
"Segment_1",53.38,21,"Yes",2023-05-19
"Segment_5",48.52,65,"No",2023-01-01
"Segment_3",60.96,61,"No",2023-03-21
"Segment_2",61.92,53,"Yes",2023-02-20
"Segment_1",84.89,23,"Yes",2023-10-15
"Segment_1",47.9,53,"No",2023-10-17
"Segment_3",78.85,67,"Yes",2023-08-14
"Segment_2",65.1,57,"No",2023-01-25
"Segment_2",48.2,54,"Yes",2023-05-08
"Segment_3",69.83,44,"No",2023-09-05
"Segment_5",57.64,49,"No",2023-04-07
"Segment_5",70.09,58,"No",2023-05-24
"Segment_5",78.65,21,"Yes",2023-08-24
"Segment_4",75.97,52,"No",2023-07-02
"Segment_1",74.46,68,"No",2023-03-15
"Segment_2",43.9,42,"No",2023-06-13
"Segment_4",36.29,20,"Yes",2023-10-22
"Segment_5",67.5,29,"No",2023-07-09
"Segment_2",40.94,23,"No",2023-05-01
"Segment_4",55.86,27,"No",2023-02-12
"Segment_1",71.31,43,"Yes",2023-04-28
"Segment_5",85.61,19,"No",2023-08-20
"Segment_4",67.08,44,"Yes",2023-08-11
"Segment_5",56.85,25,"No",2023-03-13
"Segment_2",75.72,23,"Yes",2023-07-14
"Segment_5",37.46,21,"No",2023-11-06
"Segment_4",51.76,53,"Yes",2023-02-11
"Segment_1",46.18,45,"No",2023-06-02
"Segment_2",61.74,41,"Yes",2023-03-26
"Segment_2",52.01,47,"Yes",2023-06-08
"Segment_2",44.65,64,"No",2023-11-20
"Segment_5",45.95,45,"Yes",2023-08-09
"Segment_5",53.15,28,"Yes",2023-06-12
"Segment_3",57.43,28,"Yes",2023-01-27
"Segment_2",72.18,50,"No",2023-04-07
"Segment_2",55.54,25,"No",2023-10-16
"Segment_3",71.72,35,"Yes",2023-02-08
"Segment_3",82.64,30,"Yes",2023-07-27
"Segment_3",57.87,42,"Yes",2023-07-13
"Segment_4",68.93,36,"Yes",2023-09-28
"Segment_1",61.74,18,"No",2023-04-25
"Segment_5",67.06,70,"No",2023-12-19
"Segment_2",74.39,43,"No",2023-10-12
"Segment_1",93.03,51,"Yes",2023-01-02
"Segment_1",53.27,40,"No",2023-02-20
"Segment_1",75.83,63,"Yes",2023-03-05
"Segment_5",42.27,20,"No",2023-10-11
"Segment_1",58.73,24,"No",2023-10-28
"Segment_2",41.88,43,"Yes",2023-01-16
"Segment_4",79.27,33,"No",2023-12-03
"Segment_2",53.17,66,"Yes",2023-06-14
"Segment_5",53.35,43,"No",2023-12-04
"Segment_2",54.47,29,"Yes",2023-12-16
"Segment_2",77.27,54,"No",2023-12-07
"Segment_5",29.72,33,"No",2023-06-03
"Segment_4",71.63,50,"Yes",2023-04-08
"Segment_3",46.6,37,"No",2023-08-26
"Segment_5",56.73,51,"No",2023-03-31
"Segment_3",57,41,"Yes",2023-05-05
"Segment_4",76.95,26,"Yes",2023-11-30
"Segment_1",55.94,32,"No",2023-04-10
"Segment_4",73.91,70,"Yes",2023-04-24
"Segment_2",57.73,48,"No",2023-06-16
"Segment_1",59.26,19,"Yes",2023-08-17
"Segment_5",51.53,58,"No",2023-12-19
"Segment_3",67.37,39,"No",2023-10-22
"Segment_4",72.63,26,"No",2023-07-21
"Segment_4",61.48,22,"No",2023-10-13
"Segment_1",56.86,37,"No",2023-03-29
"Segment_4",45.68,54,"No",2023-05-26
"Segment_4",31.56,45,"No",2023-01-26
"Segment_3",54.78,69,"No",2023-04-04
"Segment_1",42.33,52,"No",2023-06-27
"Segment_5",77.05,56,"Yes",2023-11-16
"Segment_4",40.8,45,"Yes",2023-03-21
"Segment_3",78.46,45,"No",2023-04-15
"Segment_4",75.06,50,"Yes",2023-08-11
"Segment_4",50.57,27,"Yes",2023-01-10
"Segment_4",37.46,33,"No",2023-12-22
"Segment_3",51.18,45,"Yes",2023-11-19
"Segment_3",75.94,60,"Yes",2023-02-26
"Segment_3",56.81,20,"Yes",2023-10-15
"Segment_4",44.01,29,"No",2023-11-18
"Segment_3",41.8,21,"Yes",2023-12-18
"Segment_3",78.99,46,"No",2023-04-14
"Segment_2",70.14,49,"No",2023-07-06
"Segment_4",65.2,65,"Yes",2023-03-04
"Segment_4",68.84,42,"No",2023-11-18
"Segment_2",86.21,35,"No",2023-12-08
"Segment_4",58.72,56,"No",2023-06-23
"Segment_5",66.78,56,"No",2023-10-24
"Segment_4",65.82,63,"No",2023-10-12
"Segment_1",60.53,29,"Yes",2023-01-07
"Segment_5",56.33,69,"No",2023-02-17
"Segment_3",56.68,56,"No",2023-02-18
"Segment_3",58.81,48,"No",2023-01-21
"Segment_1",56.28,28,"No",2023-04-23
"Segment_1",47.23,42,"Yes",2023-07-23
"Segment_3",68.02,45,"No",2023-05-07
"Segment_4",66.93,19,"No",2023-04-26
"Segment_4",50.31,43,"No",2023-07-06
"Segment_3",51.52,46,"No",2023-08-24
"Segment_5",65.38,63,"No",2023-09-27
"Segment_1",70.15,21,"No",2023-04-27
"Segment_5",76.77,29,"Yes",2023-08-01
"Segment_1",73.44,33,"Yes",2023-06-27
"Segment_1",87.71,29,"No",2023-12-26
"Segment_4",42.03,68,"Yes",2023-03-29
"Segment_3",66.01,38,"No",2023-07-14
"Segment_4",91.83,45,"Yes",2023-03-10
"Segment_3",87.67,19,"No",2023-09-23
"Segment_1",52.55,61,"No",2023-09-05
"Segment_2",63.64,26,"Yes",2023-02-15
"Segment_3",65.47,55,"No",2023-10-30
"Segment_3",60.51,48,"No",2023-09-11
"Segment_1",46.18,33,"Yes",2023-11-05
"Segment_1",53.66,70,"No",2023-03-05
"Segment_1",77.5,18,"No",2023-02-12
"Segment_1",90.62,42,"No",2023-10-06
"Segment_2",64.43,52,"No",2023-05-31
"Segment_2",41.35,65,"Yes",2023-05-15
"Segment_1",13.85,62,"No",2023-09-06
"Segment_2",61.49,32,"No",2023-04-01
"Segment_4",53.73,63,"No",2023-01-10
"Segment_1",47.64,69,"No",2023-11-03
"Segment_3",34.63,56,"No",2023-03-28
"Segment_3",79.5,46,"No",2023-09-07
"Segment_5",51.68,49,"No",2023-03-24
"Segment_2",46.07,42,"Yes",2023-09-25
"Segment_4",73.96,30,"Yes",2023-02-21
"Segment_4",71.06,47,"No",2023-03-02
"Segment_2",65.14,42,"Yes",2023-09-29
"Segment_1",56.73,67,"No",2023-12-06
"Segment_2",56.18,57,"Yes",2023-07-22
"Segment_5",65.14,57,"No",2023-04-22
"Segment_2",53.77,67,"No",2023-06-09
"Segment_5",51.93,53,"No",2023-08-23
"Segment_1",82.07,66,"No",2023-03-12
"Segment_3",44,43,"No",2023-08-09
"Segment_4",44.96,25,"Yes",2023-02-20
"Segment_1",44.35,70,"Yes",2023-02-02
"Segment_1",51.26,39,"Yes",2023-03-24
"Segment_4",68.57,48,"No",2023-06-02
"Segment_5",55.47,28,"No",2023-12-21
"Segment_2",49.87,57,"Yes",2023-12-20
"Segment_1",54.91,34,"Yes",2023-03-26
"Segment_1",66.66,43,"Yes",2023-11-02
"Segment_2",51.74,21,"No",2023-04-05
"Segment_4",76.66,18,"Yes",2023-11-29
"Segment_3",52.37,25,"Yes",2023-06-19
"Segment_3",55.25,44,"No",2023-08-12
"Segment_1",64.9,63,"No",2023-12-30
"Segment_2",47.37,37,"No",2023-03-07
"Segment_5",48.21,43,"Yes",2023-04-15
"Segment_3",66.98,49,"No",2023-06-16
"Segment_2",33.74,51,"No",2023-08-22
"Segment_3",40.19,26,"No",2023-05-06
"Segment_3",74.05,40,"No",2023-11-15
"Segment_2",61.83,30,"No",2023-07-30
"Segment_3",50.63,58,"No",2023-09-10
"Segment_4",65.08,51,"Yes",2023-08-09
"Segment_3",80.56,59,"No",2023-04-08
"Segment_3",71.98,62,"No",2023-12-01
"Segment_2",64.03,38,"No",2023-09-09
"Segment_5",65.14,37,"No",2023-10-31
"Segment_5",59.05,36,"No",2023-12-06
"Segment_4",45.27,51,"No",2023-04-16
"Segment_4",70.16,22,"No",2023-04-25
"Segment_3",58.08,41,"Yes",2023-10-02
"Segment_1",38.92,36,"No",2023-03-05
"Segment_5",50.99,70,"No",2023-02-15
"Segment_5",54.23,49,"No",2023-01-14
"Segment_5",70.76,68,"No",2023-09-09
"Segment_5",76.91,29,"No",2023-07-17
"Segment_3",43.85,64,"No",2023-02-10
"Segment_4",68.99,24,"No",2023-04-24
"Segment_1",63.65,49,"Yes",2023-10-22
"Segment_5",49.79,25,"No",2023-01-29
"Segment_2",49.08,30,"No",2023-11-15
"Segment_1",41.69,52,"Yes",2023-04-06
"Segment_5",73.21,24,"No",2023-01-09
"Segment_3",67.1,61,"No",2023-11-07
"Segment_1",44.43,43,"Yes",2023-02-27
"Segment_2",54.61,43,"No",2023-08-02
"Segment_2",44.49,25,"Yes",2023-11-09
"Segment_2",61.6,66,"Yes",2023-11-02
"Segment_5",84.13,42,"No",2023-05-11
"Segment_5",59.45,57,"Yes",2023-04-11
"Segment_4",74.09,23,"No",2023-06-05
"Segment_3",88.14,60,"No",2023-07-18
"Segment_3",94.26,36,"No",2023-12-16
"Segment_1",40.32,62,"Yes",2023-06-30
"Segment_3",51.38,43,"No",2023-11-09
"Segment_3",66.38,52,"No",2023-02-02
"Segment_1",67.63,41,"No",2023-03-17
"Segment_4",59.75,35,"Yes",2023-04-04
"Segment_4",79.58,33,"Yes",2023-05-23
"Segment_3",50.8,38,"No",2023-05-28
"Segment_3",58.65,19,"Yes",2023-03-18
"Segment_3",69.44,27,"Yes",2023-11-23
"Segment_1",73.3,18,"No",2023-05-19
"Segment_5",86.8,65,"No",2023-02-25
"Segment_4",58.94,66,"Yes",2023-06-05
"Segment_3",49.85,35,"Yes",2023-09-07
"Segment_5",63.18,43,"Yes",2023-03-25
"Segment_1",48.17,22,"No",2023-05-05
"Segment_5",74.75,27,"No",2023-07-06
"Segment_1",43.54,31,"No",2023-04-01
"Segment_1",93.33,35,"No",2023-10-16
"Segment_3",73.52,54,"No",2023-07-12
"Segment_5",53.97,46,"Yes",2023-05-08
"Segment_5",47.02,35,"Yes",2023-12-18
"Segment_3",73.58,25,"No",2023-01-23
"Segment_5",80.18,37,"No",2023-02-10
"Segment_4",26.4,35,"Yes",2023-09-25
"Segment_4",88.54,69,"No",2023-02-26
"Segment_4",52.01,22,"Yes",2023-10-23
"Segment_3",43.59,54,"Yes",2023-08-04
"Segment_4",61.48,23,"No",2023-02-28
"Segment_5",54.14,40,"No",2023-02-05
"Segment_4",79.35,34,"Yes",2023-09-12
"Segment_2",69.92,59,"No",2023-06-19
"Segment_4",49.78,62,"Yes",2023-12-31
"Segment_3",70.96,19,"Yes",2023-01-23
"Segment_1",56.13,60,"No",2023-01-19
"Segment_3",59.32,50,"No",2023-04-20
"Segment_5",61.76,68,"No",2023-07-08
"Segment_5",58.82,20,"Yes",2023-02-02
"Segment_2",43.94,42,"Yes",2023-06-05
"Segment_3",85.59,60,"Yes",2023-01-26
"Segment_3",49.41,19,"No",2023-05-11
"Segment_1",46.65,30,"No",2023-01-28
"Segment_2",38.82,65,"No",2023-07-15
"Segment_4",66.95,63,"Yes",2023-05-26
"Segment_3",46.48,54,"No",2023-02-20
"Segment_4",53.08,47,"No",2023-03-30
"Segment_2",62.02,20,"Yes",2023-12-01
"Segment_4",54.29,56,"No",2023-04-27
"Segment_4",56.62,68,"No",2023-10-04
"Segment_2",61.99,66,"No",2023-08-29
"Segment_1",71.38,39,"Yes",2023-08-18
"Segment_1",89.62,60,"No",2023-12-17
"Segment_5",45.3,22,"No",2023-10-25
"Segment_1",76.18,68,"No",2023-03-26
"Segment_5",72.49,31,"No",2023-11-04
"Segment_4",16.91,32,"Yes",2023-10-03
"Segment_1",59.11,35,"No",2023-05-24
"Segment_1",68.12,36,"No",2023-03-31
"Segment_3",84.87,29,"No",2023-03-03
"Segment_5",38.99,50,"No",2023-04-14
"Segment_5",56.9,32,"Yes",2023-05-24
"Segment_1",28.61,39,"Yes",2023-01-19
"Segment_1",67.3,65,"No",2023-04-07
"Segment_3",78.18,44,"No",2023-06-27
"Segment_1",61.54,20,"No",2023-11-20
"Segment_1",70.65,40,"Yes",2023-12-01
"Segment_3",46.18,25,"No",2023-12-28
"Segment_3",76.45,61,"No",2023-07-09
"Segment_2",59.34,19,"No",2023-07-10
"Segment_1",62.93,55,"Yes",2023-10-22
"Segment_5",60.99,39,"No",2023-10-02
